"lat","long","year","catch","spp","waterTmpC","TowID"
57.33667,-172.8111,2010,3.3299,"walleye pollock",3.1,"2010_57.33667_-172.8111"
57.33808,-164.61882,2010,0.4597,"walleye pollock",-0.5,"2010_57.33808_-164.61882"
57.66797,-173.3911,2010,1472.4718,"walleye pollock",3.4,"2010_57.66797_-173.3911"
57.67113,-170.87368,2010,105.0554,"walleye pollock",1.8,"2010_57.67113_-170.87368"
57.99917,-172.29402,2010,321.1376,"walleye pollock",2.2,"2010_57.99917_-172.29402"
57.99965,-168.45828,2010,0.1433,"walleye pollock",-1.3,"2010_57.99965_-168.45828"
58.32585,-171.67162,2010,159.1506,"walleye pollock",1.8,"2010_58.32585_-171.67162"
58.32745,-162.02777,2010,0,"walleye pollock",3,"2010_58.32745_-162.02777"
58.68585,-169.78417,2010,0.5425,"walleye pollock",-1.1,"2010_58.68585_-169.78417"
58.68892,-165.32418,2010,1.8883,"walleye pollock",2,"2010_58.68892_-165.32418"
56.01172,-164.58473,2010,165.0208,"walleye pollock",2.1,"2010_56.01172_-164.58473"
56.01248,-162.23047,2010,113.2786,"walleye pollock",1.6,"2010_56.01248_-162.23047"
56.82317,-168.621,2010,50.1376,"walleye pollock",2,"2010_56.82317_-168.621"
57.01523,-162.79528,2010,2.0233,"walleye pollock",0.8,"2010_57.01523_-162.79528"
57.01657,-159.6965,2010,14.824,"walleye pollock",2.6,"2010_57.01657_-159.6965"
57.3415,-162.75698,2010,2.4071,"walleye pollock",2.1,"2010_57.3415_-162.75698"
57.34273,-167.73945,2010,6.7955,"walleye pollock",0.2,"2010_57.34273_-167.73945"
57.67215,-169.0325,2010,3.8547,"walleye pollock",-1.1,"2010_57.67215_-169.0325"
57.67633,-165.25187,2010,0.0294,"walleye pollock",0.5,"2010_57.67633_-165.25187"
58.00017,-169.7249,2010,1.2108,"walleye pollock",-1.3,"2010_58.00017_-169.7249"
58.3286,-168.51185,2010,0.2205,"walleye pollock",-0.8,"2010_58.3286_-168.51185"
58.32948,-171.04828,2010,177.5991,"walleye pollock",0.3,"2010_58.32948_-171.04828"
56.01722,-167.00655,2010,0.1401,"walleye pollock",3.7,"2010_56.01722_-167.00655"
56.01818,-165.18088,2010,226.38,"walleye pollock",2.6,"2010_56.01818_-165.18088"
56.31665,-161.63935,2010,10.0762,"walleye pollock",1.5,"2010_56.31665_-161.63935"
56.31765,-168.24258,2010,105.3815,"walleye pollock",3.8,"2010_56.31765_-168.24258"
56.6454,-168.29017,2010,93.7282,"walleye pollock",2.3,"2010_56.6454_-168.29017"
56.83467,-170.4464,2010,54.58,"walleye pollock",3.3,"2010_56.83467_-170.4464"
57.0175,-170.13445,2010,158.4121,"walleye pollock",1.6,"2010_57.0175_-170.13445"
57.01773,-167.09038,2010,15.4179,"walleye pollock",-0.4,"2010_57.01773_-167.09038"
57.34432,-171.4422,2010,239.5588,"walleye pollock",3.5,"2010_57.34432_-171.4422"
57.67757,-159.63468,2010,0.8997,"walleye pollock",2,"2010_57.67757_-159.63468"
57.68,-172.19693,2010,458.2503,"walleye pollock",3.1,"2010_57.68_-172.19693"
58.0014,-169.097,2010,0.9083,"walleye pollock",-1.4,"2010_58.0014_-169.097"
58.00168,-170.37097,2010,109.5269,"walleye pollock",-0.7,"2010_58.00168_-170.37097"
58.33355,-161.40295,2010,0,"walleye pollock",4.8,"2010_58.33355_-161.40295"
58.33757,-167.85218,2010,1.1942,"walleye pollock",0.2,"2010_58.33757_-167.85218"
56.01823,-168.23763,2010,0.1152,"walleye pollock",3.9,"2010_56.01823_-168.23763"
56.64557,-164.00467,2010,3.4189,"walleye pollock",-0.9,"2010_56.64557_-164.00467"
56.8451,-169.29415,2010,204.6202,"walleye pollock",0.2,"2010_56.8451_-169.29415"
57.34732,-162.15412,2010,19.3831,"walleye pollock",2.2,"2010_57.34732_-162.15412"
58.3435,-159.55223,2010,0,"walleye pollock",3.7,"2010_58.3435_-159.55223"
58.65128,-165.92888,2010,2.3925,"walleye pollock",2.3,"2010_58.65128_-165.92888"
58.97653,-163.35198,2010,0,"walleye pollock",3.1,"2010_58.97653_-163.35198"
55.64988,-166.38378,2010,0,"walleye pollock",3.7,"2010_55.64988_-166.38378"
57.9758,-158.3197,2009,0.6369,"walleye pollock",3.4,"2009_57.9758_-158.3197"
57.97782,-159.00011,2009,0,"walleye pollock",2.2,"2009_57.97782_-159.00011"
57.97879,-160.83701,2009,0,"walleye pollock",1.5,"2009_57.97879_-160.83701"
57.98415,-168.4402,2009,0.5563,"walleye pollock",-0.8,"2009_57.98415_-168.4402"
58.32661,-172.9357,2009,154.7901,"walleye pollock",1.6,"2009_58.32661_-172.9357"
58.3277,-162.70261,2009,0,"walleye pollock",2.6,"2009_58.3277_-162.70261"
58.66833,-176.2148,2009,0,"walleye pollock",2.5,"2009_58.66833_-176.2148"
58.66963,-176.8799,2009,0,"walleye pollock",2.4,"2009_58.66963_-176.8799"
58.67028,-164.621,2009,0.6748,"walleye pollock",2.8,"2009_58.67028_-164.621"
58.67157,-175.5672,2009,0.0198,"walleye pollock",2.5,"2009_58.67157_-175.5672"
59.01429,-171.784,2009,1.5785,"walleye pollock",-0.6,"2009_59.01429_-171.784"
59.3139,-174.42509,2009,154.2518,"walleye pollock",1.9,"2009_59.3139_-174.42509"
59.31584,-165.3205,2009,0,"walleye pollock",4,"2009_59.31584_-165.3205"
59.31599,-167.28169,2009,0.3928,"walleye pollock",3.3,"2009_59.31599_-167.28169"
56.33291,-161.59891,2009,7.4194,"walleye pollock",1.9,"2009_56.33291_-161.59891"
56.33301,-167.65939,2009,0,"walleye pollock",2.6,"2009_56.33301_-167.65939"
56.33432,-168.8584,2009,160.4117,"walleye pollock",3.3,"2009_56.33432_-168.8584"
56.97626,-168.3411,2009,12.9758,"walleye pollock",-0.1,"2009_56.97626_-168.3411"
56.98127,-169.54649,2009,128.5814,"walleye pollock",1.6,"2009_56.98127_-169.54649"
57.32133,-173.3483,2009,1.3935,"walleye pollock",3.2,"2009_57.32133_-173.3483"
57.32391,-159.08929,2009,0.7298,"walleye pollock",2,"2009_57.32391_-159.08929"
57.50568,-169.3651,2009,1.7148,"walleye pollock",-0.3,"2009_57.50568_-169.3651"
57.50874,-169.97211,2009,65.7245,"walleye pollock",1.1,"2009_57.50874_-169.97211"
57.67922,-162.74879,2009,1.0336,"walleye pollock",1.6,"2009_57.67922_-162.74879"
57.67947,-164.6207,2009,1.5505,"walleye pollock",0.9,"2009_57.67947_-164.6207"
57.98601,-164.0388,2009,1.7964,"walleye pollock",1.5,"2009_57.98601_-164.0388"
58.3287,-173.55431,2009,831.9233,"walleye pollock",2.7,"2009_58.3287_-173.55431"
58.67595,-169.1628,2009,1.2439,"walleye pollock",-0.3,"2009_58.67595_-169.1628"
58.67727,-163.9684,2009,0.0031,"walleye pollock",2.9,"2009_58.67727_-163.9684"
59.01724,-169.18401,2009,5.0481,"walleye pollock",1,"2009_59.01724_-169.18401"
59.02197,-169.8373,2009,7.8054,"walleye pollock",-0.3,"2009_59.02197_-169.8373"
59.31751,-164.0119,2009,0.4786,"walleye pollock",6.3,"2009_59.31751_-164.0119"
59.3192,-165.93201,2009,0.0481,"walleye pollock",5.8,"2009_59.3192_-165.93201"
59.31977,-173.1467,2009,15.8462,"walleye pollock",0.5,"2009_59.31977_-173.1467"
56.33441,-170.0424,2009,366.9237,"walleye pollock",3,"2009_56.33441_-170.0424"
56.33547,-166.3757,2009,29.1135,"walleye pollock",1.8,"2009_56.33547_-166.3757"
56.33564,-161.0296,2009,77.1082,"walleye pollock",2.6,"2009_56.33564_-161.0296"
56.64382,-165.8763,2009,0.0221,"walleye pollock",-1.2,"2009_56.64382_-165.8763"
56.64455,-164.00681,2009,1.2876,"walleye pollock",-0.8,"2009_56.64455_-164.00681"
56.98444,-161.5764,2009,2.6263,"walleye pollock",0.9,"2009_56.98444_-161.5764"
56.98693,-165.8503,2009,0.0181,"walleye pollock",-1,"2009_56.98693_-165.8503"
57.32547,-170.85451,2009,97.7154,"walleye pollock",2.7,"2009_57.32547_-170.85451"
57.32788,-164.0162,2009,2.3311,"walleye pollock",0.1,"2009_57.32788_-164.0162"
57.51229,-168.75751,2009,1.9968,"walleye pollock",-0.4,"2009_57.51229_-168.75751"
57.68071,-169.6331,2009,2.1235,"walleye pollock",-0.4,"2009_57.68071_-169.6331"
57.68399,-167.7812,2009,0.1805,"walleye pollock",-0.5,"2009_57.68399_-167.7812"
57.98647,-172.8681,2009,105.6787,"walleye pollock",1.9,"2009_57.98647_-172.8681"
58.33004,-163.3653,2009,0.535,"walleye pollock",2.6,"2009_58.33004_-163.3653"
58.33371,-172.2942,2009,54.3324,"walleye pollock",0.8,"2009_58.33371_-172.2942"
58.33772,-167.8362,2009,0.6394,"walleye pollock",0.7,"2009_58.33772_-167.8362"
58.67899,-165.3185,2009,1.2802,"walleye pollock",2.7,"2009_58.67899_-165.3185"
58.68193,-169.7769,2009,7.1017,"walleye pollock",0,"2009_58.68193_-169.7769"
59.32225,-172.4767,2009,24.4641,"walleye pollock",-0.2,"2009_59.32225_-172.4767"
56.33666,-169.4763,2009,0.3578,"walleye pollock",3.3,"2009_56.33666_-169.4763"
56.64599,-168.2888,2009,184.2695,"walleye pollock",1.8,"2009_56.64599_-168.2888"
56.65073,-171.3437,2009,0.0993,"walleye pollock",3.3,"2009_56.65073_-171.3437"
56.98739,-173.2457,2009,0.0058,"walleye pollock",3.3,"2009_56.98739_-173.2457"
56.98757,-163.38651,2009,1.1385,"walleye pollock",0.4,"2009_56.98757_-163.38651"
57.32945,-165.88811,2009,0,"walleye pollock",-1,"2009_57.32945_-165.88811"
57.32956,-170.21429,2009,0,"walleye pollock",3,"2009_57.32956_-170.21429"
57.68652,-172.8114,2009,147.6223,"walleye pollock",2.4,"2009_57.68652_-172.8114"
57.69051,-162.1265,2009,5.9817,"walleye pollock",1.9,"2009_57.69051_-162.1265"
57.98702,-161.47591,2009,0.0034,"walleye pollock",1.1,"2009_57.98702_-161.47591"
57.98779,-163.379,2009,0.6033,"walleye pollock",1.9,"2009_57.98779_-163.379"
59.33256,-176.3997,2009,322.493,"walleye pollock",1,"2009_59.33256_-176.3997"
56.33911,-163.95531,2009,3.8915,"walleye pollock",0.1,"2009_56.33911_-163.95531"
56.65361,-166.44479,2009,3.404,"walleye pollock",-1,"2009_56.65361_-166.44479"
56.99026,-171.3831,2009,155.7868,"walleye pollock",3.1,"2009_56.99026_-171.3831"
57.33077,-160.3214,2009,0.6117,"walleye pollock",1.3,"2009_57.33077_-160.3214"
57.33156,-163.36369,2009,0.9838,"walleye pollock",1.2,"2009_57.33156_-163.36369"
57.70186,-160.929,2009,1.8472,"walleye pollock",0.9,"2009_57.70186_-160.929"
57.98937,-170.9404,2009,6.2886,"walleye pollock",-0.2,"2009_57.98937_-170.9404"
57.98979,-170.33591,2009,2.3741,"walleye pollock",-0.5,"2009_57.98979_-170.33591"
58.34136,-169.12981,2009,1.5536,"walleye pollock",-0.6,"2009_58.34136_-169.12981"
58.34243,-164.6476,2009,4.2243,"walleye pollock",2,"2009_58.34243_-164.6476"
58.9829,-165.9314,2009,0.0108,"walleye pollock",3.2,"2009_58.9829_-165.9314"
58.98351,-167.24381,2009,0.7999,"walleye pollock",2.7,"2009_58.98351_-167.24381"
58.98357,-175.02521,2009,0,"walleye pollock",2.3,"2009_58.98357_-175.02521"
59.33473,-164.6097,2009,0.0478,"walleye pollock",5.4,"2009_59.33473_-164.6097"
59.33661,-168.528,2009,3.8686,"walleye pollock",2.5,"2009_59.33661_-168.528"
59.33692,-177.0883,2009,14.1723,"walleye pollock",1.5,"2009_59.33692_-177.0883"
56.3444,-168.27901,2009,2.2478,"walleye pollock",3.3,"2009_56.3444_-168.27901"
56.34441,-167.0444,2009,0.6197,"walleye pollock",1.9,"2009_56.34441_-167.0444"
56.65935,-167.6761,2009,141.8379,"walleye pollock",1.4,"2009_56.65935_-167.6761"
56.82352,-169.29559,2009,221.0297,"walleye pollock",0.7,"2009_56.82352_-169.29559"
56.99063,-167.6994,2009,16.7611,"walleye pollock",-0.5,"2009_56.99063_-167.6994"
57.13021,-170.487,2009,0.0606,"walleye pollock",2.8,"2009_57.13021_-170.487"
57.147,-169.9136,2009,0.0313,"walleye pollock",2.9,"2009_57.147_-169.9136"
57.33356,-172.1317,2009,456.301,"walleye pollock",2.7,"2009_57.33356_-172.1317"
57.34098,-168.98511,2009,3.2143,"walleye pollock",-0.2,"2009_57.34098_-168.98511"
57.3418,-171.47861,2009,19.0393,"walleye pollock",2.7,"2009_57.3418_-171.47861"
57.99022,-166.5302,2009,0.8584,"walleye pollock",-0.6,"2009_57.99022_-166.5302"
57.99304,-165.90179,2009,0.7386,"walleye pollock",1,"2009_57.99304_-165.90179"
58.20613,-161.54581,2009,0,"walleye pollock",2.1,"2009_58.20613_-161.54581"
58.34367,-167.1808,2009,1.1745,"walleye pollock",0.6,"2009_58.34367_-167.1808"
58.98425,-164.653,2009,0,"walleye pollock",3.7,"2009_58.98425_-164.653"
59.32571,-173.79089,2009,645.2672,"walleye pollock",1.1,"2009_59.32571_-173.79089"
59.33105,-170.5847,2009,0.5858,"walleye pollock",-1.4,"2009_59.33105_-170.5847"
56.35043,-164.5775,2009,2.8702,"walleye pollock",-0.9,"2009_56.35043_-164.5775"
56.35046,-162.1783,2009,11.27,"walleye pollock",1,"2009_56.35046_-162.1783"
56.65964,-160.95531,2009,9.4014,"walleye pollock",1.3,"2009_56.65964_-160.95531"
56.66383,-170.7386,2009,210.2167,"walleye pollock",2.8,"2009_56.66383_-170.7386"
56.83575,-169.93739,2009,137.748,"walleye pollock",3,"2009_56.83575_-169.93739"
56.99606,-170.1572,2009,59.5085,"walleye pollock",2.3,"2009_56.99606_-170.1572"
57.1566,-168.6319,2009,3.0028,"walleye pollock",-0.3,"2009_57.1566_-168.6319"
57.34224,-167.11839,2009,1.4304,"walleye pollock",-1.1,"2009_57.34224_-167.11839"
57.6445,-168.3981,2009,7.426,"walleye pollock",-0.7,"2009_57.6445_-168.3981"
57.99371,-173.46989,2009,555.2212,"walleye pollock",2.7,"2009_57.99371_-173.46989"
58.34588,-171.0061,2009,1.1637,"walleye pollock",-0.9,"2009_58.34588_-171.0061"
58.34779,-165.2961,2009,4.549,"walleye pollock",1.7,"2009_58.34779_-165.2961"
58.98606,-168.5146,2009,4.4124,"walleye pollock",2,"2009_58.98606_-168.5146"
56.35062,-162.813,2009,7.5664,"walleye pollock",1.3,"2009_56.35062_-162.813"
56.66423,-160.3541,2009,16.2379,"walleye pollock",2,"2009_56.66423_-160.3541"
56.66473,-171.9552,2009,0,"walleye pollock",3.3,"2009_56.66473_-171.9552"
56.83938,-170.53619,2009,16.3318,"walleye pollock",2.8,"2009_56.83938_-170.53619"
56.9983,-167.0842,2009,2.3995,"walleye pollock",-0.8,"2009_56.9983_-167.0842"
56.99882,-172.02521,2009,1.7259,"walleye pollock",3.2,"2009_56.99882_-172.02521"
57.18486,-169.3313,2009,25.4476,"walleye pollock",-0.2,"2009_57.18486_-169.3313"
57.34546,-164.619,2009,0.6295,"walleye pollock",-0.7,"2009_57.34546_-164.619"
57.34679,-167.75549,2009,1.0915,"walleye pollock",-0.9,"2009_57.34679_-167.75549"
57.64481,-170.2616,2009,50.2143,"walleye pollock",0.7,"2009_57.64481_-170.2616"
57.64949,-159.0233,2009,0.0127,"walleye pollock",1.7,"2009_57.64949_-159.0233"
57.82164,-169.95129,2009,8.27,"walleye pollock",-0.1,"2009_57.82164_-169.95129"
57.99879,-171.6082,2009,201.1601,"walleye pollock",1.2,"2009_57.99879_-171.6082"
58.00195,-162.10761,2009,0.8633,"walleye pollock",2.1,"2009_58.00195_-162.10761"
58.34862,-171.6409,2009,18.5285,"walleye pollock",-0.3,"2009_58.34862_-171.6409"
58.74099,-174.9623,2009,0.159,"walleye pollock",2.7,"2009_58.74099_-174.9623"
58.98611,-166.57401,2009,1.32,"walleye pollock",3.1,"2009_58.98611_-166.57401"
58.98935,-176.30659,2009,22.8018,"walleye pollock",1.5,"2009_58.98935_-176.30659"
56.66507,-161.6028,2009,12.1487,"walleye pollock",0.7,"2009_56.66507_-161.6028"
56.66742,-163.40199,2009,2.561,"walleye pollock",-0.5,"2009_56.66742_-163.40199"
56.84132,-168.6203,2009,9.3922,"walleye pollock",1.1,"2009_56.84132_-168.6203"
57.00035,-164.0303,2009,0.0266,"walleye pollock",-0.2,"2009_57.00035_-164.0303"
57.00166,-165.2149,2009,0.0467,"walleye pollock",-0.8,"2009_57.00166_-165.2149"
57.3477,-162.7683,2009,3.4744,"walleye pollock",1.5,"2009_57.3477_-162.7683"
57.65004,-164.007,2009,3.7475,"walleye pollock",1.3,"2009_57.65004_-164.007"
58.00367,-167.1689,2009,0.5861,"walleye pollock",-1,"2009_58.00367_-167.1689"
58.00494,-167.80949,2009,3.5457,"walleye pollock",-0.7,"2009_58.00494_-167.80949"
58.28384,-160.7975,2009,0,"walleye pollock",3.3,"2009_58.28384_-160.7975"
58.28793,-159.9754,2009,0.0165,"walleye pollock",2.4,"2009_58.28793_-159.9754"
58.35588,-159.5659,2009,0,"walleye pollock",3.3,"2009_58.35588_-159.5659"
58.35595,-169.7439,2009,4.1094,"walleye pollock",-0.3,"2009_58.35595_-169.7439"
58.6372,-162.707,2009,0,"walleye pollock",3.9,"2009_58.6372_-162.707"
58.64617,-167.2169,2009,0.0323,"walleye pollock",2.1,"2009_58.64617_-167.2169"
58.99145,-173.71899,2009,107.2465,"walleye pollock",1.9,"2009_58.99145_-173.71899"
58.99397,-170.4785,2009,0.7581,"walleye pollock",-0.8,"2009_58.99397_-170.4785"
56.66877,-164.6297,2009,1.2281,"walleye pollock",-0.9,"2009_56.66877_-164.6297"
56.6694,-167.0706,2009,23.0609,"walleye pollock",0.9,"2009_56.6694_-167.0706"
57.00383,-170.7859,2009,522.5608,"walleye pollock",2.8,"2009_57.00383_-170.7859"
57.00449,-172.6395,2009,0.3926,"walleye pollock",3.3,"2009_57.00449_-172.6395"
57.35088,-169.58099,2009,17.9467,"walleye pollock",0,"2009_57.35088_-169.58099"
57.35089,-165.239,2009,0.7235,"walleye pollock",-0.9,"2009_57.35089_-165.239"
57.65466,-158.35451,2009,0.0154,"walleye pollock",2.1,"2009_57.65466_-158.35451"
57.65619,-166.5114,2009,0.5492,"walleye pollock",-1.1,"2009_57.65619_-166.5114"
57.8342,-170.60069,2009,37.1626,"walleye pollock",-0.5,"2009_57.8342_-170.60069"
57.8493,-168.7717,2009,0.5571,"walleye pollock",-0.8,"2009_57.8493_-168.7717"
58.00773,-164.61121,2009,2.9761,"walleye pollock",1.5,"2009_58.00773_-164.61121"
58.64743,-168.4958,2009,2.7259,"walleye pollock",0.8,"2009_58.64743_-168.4958"
58.99423,-173.0898,2009,149.0683,"walleye pollock",1,"2009_58.99423_-173.0898"
56.67339,-169.51801,2009,132.3728,"walleye pollock",3.3,"2009_56.67339_-169.51801"
56.67435,-168.90199,2009,275.5138,"walleye pollock",2,"2009_56.67435_-168.90199"
57.00532,-164.6133,2009,1.3667,"walleye pollock",-0.4,"2009_57.00532_-164.6133"
57.00739,-159.68919,2009,1.3864,"walleye pollock",1.5,"2009_57.00739_-159.68919"
57.35253,-162.1559,2009,0.6336,"walleye pollock",1.3,"2009_57.35253_-162.1559"
57.3557,-159.65739,2009,0,"walleye pollock",1.7,"2009_57.3557_-159.65739"
57.66267,-163.36929,2009,0.5332,"walleye pollock",1.3,"2009_57.66267_-163.36929"
57.66341,-161.4944,2009,4.5773,"walleye pollock",1.5,"2009_57.66341_-161.4944"
57.85353,-169.36909,2009,1.8344,"walleye pollock",-0.4,"2009_57.85353_-169.36909"
58.0078,-169.69591,2009,1.4699,"walleye pollock",-0.5,"2009_58.0078_-169.69591"
58.01252,-172.26401,2009,38.3436,"walleye pollock",1.7,"2009_58.01252_-172.26401"
58.30596,-164.032,2009,0.0073,"walleye pollock",2.2,"2009_58.30596_-164.032"
58.65382,-163.3465,2009,0.0583,"walleye pollock",3.1,"2009_58.65382_-163.3465"
58.65499,-166.5611,2009,0.7609,"walleye pollock",2.3,"2009_58.65499_-166.5611"
58.99479,-174.3737,2009,41.6206,"walleye pollock",2.3,"2009_58.99479_-174.3737"
58.99628,-172.4196,2009,20.2813,"walleye pollock",0.4,"2009_58.99628_-172.4196"
56.67446,-159.7401,2009,0.0488,"walleye pollock",2.9,"2009_56.67446_-159.7401"
57.00768,-166.4147,2009,0.6583,"walleye pollock",-1,"2009_57.00768_-166.4147"
57.01127,-160.3187,2009,1.9933,"walleye pollock",1,"2009_57.01127_-160.3187"
57.36145,-172.8143,2009,220.5054,"walleye pollock",2.9,"2009_57.36145_-172.8143"
57.6649,-170.8983,2009,104.6636,"walleye pollock",1.7,"2009_57.6649_-170.8983"
57.66739,-165.8598,2009,0.037,"walleye pollock",-0.4,"2009_57.66739_-165.8598"
58.01417,-160.20531,2009,0.1457,"walleye pollock",1.5,"2009_58.01417_-160.20531"
58.01421,-165.2518,2009,0.5903,"walleye pollock",1.4,"2009_58.01421_-165.2518"
58.31066,-165.92551,2009,1.0993,"walleye pollock",1.8,"2009_58.31066_-165.92551"
58.312,-168.4734,2009,0.222,"walleye pollock",-0.8,"2009_58.312_-168.4734"
58.65594,-167.8654,2009,4.2065,"walleye pollock",2.2,"2009_58.65594_-167.8654"
58.6563,-173.0119,2009,323.3525,"walleye pollock",1.4,"2009_58.6563_-173.0119"
58.99655,-165.2968,2009,0.0127,"walleye pollock",3.3,"2009_58.99655_-165.2968"
58.99683,-176.98511,2009,6.2318,"walleye pollock",1.7,"2009_58.99683_-176.98511"
56.67777,-172.5775,2009,0.002,"walleye pollock",3.3,"2009_56.67777_-172.5775"
56.68147,-165.2081,2009,0.5784,"walleye pollock",-1.1,"2009_56.68147_-165.2081"
57.01273,-162.18629,2009,1.8281,"walleye pollock",1,"2009_57.01273_-162.18629"
57.01726,-162.8042,2009,4.3342,"walleye pollock",1,"2009_57.01726_-162.8042"
57.6684,-172.14639,2009,83.2277,"walleye pollock",1.8,"2009_57.6684_-172.14639"
57.66976,-173.3896,2009,56.2364,"walleye pollock",3.1,"2009_57.66976_-173.3896"
58.01645,-169.07201,2009,0,"walleye pollock",-0.8,"2009_58.01645_-169.07201"
58.31231,-162.013,2009,0,"walleye pollock",2.1,"2009_58.31231_-162.013"
58.65843,-165.9285,2009,0.0338,"walleye pollock",2.7,"2009_58.65843_-165.9285"
58.65938,-174.2612,2009,874.7663,"walleye pollock",2.8,"2009_58.65938_-174.2612"
58.9986,-177.6259,2009,0.0092,"walleye pollock",2.2,"2009_58.9986_-177.6259"
59.00151,-167.9156,2009,0.3326,"walleye pollock",2.6,"2009_59.00151_-167.9156"
56.68313,-170.15331,2009,266.5122,"walleye pollock",2.6,"2009_56.68313_-170.15331"
56.68497,-162.1918,2009,4.7091,"walleye pollock",0.9,"2009_56.68497_-162.1918"
57.0192,-168.9395,2009,14.0821,"walleye pollock",0.1,"2009_57.0192_-168.9395"
57.02502,-159.1261,2009,0.009,"walleye pollock",3.6,"2009_57.02502_-159.1261"
57.67058,-167.12151,2009,5.0662,"walleye pollock",-0.6,"2009_57.67058_-167.12151"
58.02238,-162.7522,2009,3.4456,"walleye pollock",2.2,"2009_58.02238_-162.7522"
58.02353,-159.5844,2009,0,"walleye pollock",2.2,"2009_58.02353_-159.5844"
58.32038,-166.55659,2009,1.3976,"walleye pollock",1.8,"2009_58.32038_-166.55659"
58.65992,-172.36861,2009,17.3401,"walleye pollock",0.7,"2009_58.65992_-172.36861"
58.66076,-170.4319,2009,0.1238,"walleye pollock",-0.5,"2009_58.66076_-170.4319"
59.00304,-163.34711,2009,0.0169,"walleye pollock",4.5,"2009_59.00304_-163.34711"
56.3215,-163.4185,2009,28.2801,"walleye pollock",1.2,"2009_56.3215_-163.4185"
56.325,-165.1794,2009,5.8627,"walleye pollock",-0.3,"2009_56.325_-165.1794"
56.68972,-162.79581,2009,0.3339,"walleye pollock",0.3,"2009_56.68972_-162.79581"
57.31211,-166.4868,2009,0.4831,"walleye pollock",-1.1,"2009_57.31211_-166.4868"
57.31512,-160.9016,2009,1.8966,"walleye pollock",1.3,"2009_57.31512_-160.9016"
57.67239,-165.25681,2009,0.029,"walleye pollock",0,"2009_57.67239_-165.25681"
57.67361,-171.5461,2009,47.5266,"walleye pollock",1.7,"2009_57.67361_-171.5461"
58.32082,-170.384,2009,0.0102,"walleye pollock",-0.4,"2009_58.32082_-170.384"
58.66198,-171.69659,2009,8.3631,"walleye pollock",-0.3,"2009_58.66198_-171.69659"
58.66432,-171.08459,2009,0.7628,"walleye pollock",-0.9,"2009_58.66432_-171.08459"
59.00425,-163.97929,2009,0.7526,"walleye pollock",4.4,"2009_59.00425_-163.97929"
59.00756,-175.7336,2009,86.2022,"walleye pollock",1.3,"2009_59.00756_-175.7336"
59.31114,-167.9212,2009,1.0317,"walleye pollock",2.7,"2009_59.31114_-167.9212"
56.32593,-165.8116,2009,5.9752,"walleye pollock",1,"2009_56.32593_-165.8116"
57.31789,-158.4133,2009,0.2162,"walleye pollock",4.4,"2009_57.31789_-158.4133"
57.31897,-168.3679,2009,6.377,"walleye pollock",-0.7,"2009_57.31897_-168.3679"
57.67421,-159.63451,2009,0.6849,"walleye pollock",2,"2009_57.67421_-159.63451"
57.6766,-160.2746,2009,3.1292,"walleye pollock",1.5,"2009_57.6766_-160.2746"
58.32361,-174.2932,2009,0,"walleye pollock",3,"2009_58.32361_-174.2932"
58.66454,-173.6443,2009,5.8369,"walleye pollock",2.6,"2009_58.66454_-173.6443"
59.00941,-171.10471,2009,0.826,"walleye pollock",-0.8,"2009_59.00941_-171.10471"
59.31296,-175.1015,2009,0.471,"walleye pollock",1.7,"2009_59.31296_-175.1015"
56.3327,-170.67039,2009,0,"walleye pollock",3.2,"2009_56.3327_-170.67039"
56.97218,-160.95531,2009,9.8036,"walleye pollock",1.5,"2009_56.97218_-160.95531"
57.31972,-161.5477,2009,14.1904,"walleye pollock",1.8,"2009_57.31972_-161.5477"
57.50072,-170.58389,2009,135.2864,"walleye pollock",2.1,"2009_57.50072_-170.58389"
57.67712,-169.0146,2009,1.8552,"walleye pollock",-0.6,"2009_57.67712_-169.0146"
59.65921,-174.4456,2009,93.8772,"walleye pollock",1.3,"2009_59.65921_-174.4456"
59.66439,-166.61481,2009,0.0117,"walleye pollock",4.6,"2009_59.66439_-166.61481"
59.98702,-171.30569,2009,0.0147,"walleye pollock",-1.5,"2009_59.98702_-171.30569"
59.98901,-168.65021,2009,3.703,"walleye pollock",2.6,"2009_59.98901_-168.65021"
60.31919,-172.0652,2009,0.0061,"walleye pollock",-0.7,"2009_60.31919_-172.0652"
60.32071,-177.39481,2009,98.5985,"walleye pollock",1,"2009_60.32071_-177.39481"
61.01342,-172.82001,2009,0.042,"walleye pollock",-1,"2009_61.01342_-172.82001"
61.01538,-174.18311,2009,0.0193,"walleye pollock",-1.6,"2009_61.01538_-174.18311"
61.32271,-175.02271,2009,0.0898,"walleye pollock",-1.6,"2009_61.32271_-175.02271"
59.66624,-176.4968,2009,371.1165,"walleye pollock",1,"2009_59.66624_-176.4968"
59.66666,-173.24699,2009,50.8957,"walleye pollock",0.3,"2009_59.66666_-173.24699"
59.99068,-171.9442,2009,0.0143,"walleye pollock",-1.4,"2009_59.99068_-171.9442"
60.32301,-175.4095,2009,61.4467,"walleye pollock",1.1,"2009_60.32301_-175.4095"
60.32349,-171.3768,2009,0.0059,"walleye pollock",-1.5,"2009_60.32349_-171.3768"
61.32629,-176.30051,2009,0.6825,"walleye pollock",-0.9,"2009_61.32629_-176.30051"
61.33205,-174.3549,2009,0.0055,"walleye pollock",-1.6,"2009_61.33205_-174.3549"
